brand,category,country,currency,description,domain,image,price,pricestring,reference,subcategory,timestamp,title,url
3_lenovo,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/188818-home/ecran-gaming-lenovo-legion-y25-25-245-full-hd-240-hz.jpg,"1 059,000","1 059,000 DT",66AA-GAC6EU,Ordinateur de Bureau,2021-05-01 00:02:30.232083,"Ecran Gaming Lenovo Legion Y25-25 / 24.5"" Full HD / 240 Hz",https://www.tunisianet.com.tn/ecran-pc-tunisie/46835-ecran-gaming-lenovo-legion-y25-25-245-full-hd-240-hz.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/197455-home/ventilateur-de-boitier-pour-gamer-arctic-bionix-f140-gris.jpg,"38,000","38,000 DT",ACFAN00159A,Composant  Informatique,2021-05-01 00:02:30.486057,Ventilateur de boîtier Pour Gamer Arctic Bionix F140 PWM PST / Gris,https://www.tunisianet.com.tn/refroidisseur-ventilateur-boitier/48614-ventilateur-de-boitier-pour-gamer-arctic-bionix-f140-gris.html
17_noname,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/149248-home/souris-sans-fil-x905-noir-rose.jpg,"12,000","12,000 DT",X905-BK/PK,Accessoires et Périphériques,2021-05-01 00:02:30.655151,Souris Sans Fil X905 / Noir & Rose,https://www.tunisianet.com.tn/souris/39340-souris-sans-fil-x905-noir-rose.html
3_lenovo,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/200435-home/pc-de-bureau-lenovo-v50t-13imb-i3-10e-gen-8-go.jpg,"1 089,000","1 089,000 DT",11HD001FFM-8,Ordinateur de Bureau,2021-05-01 00:02:31.378616,Pc de bureau Lenovo V50t 13IMB / i3 10è Gén / 8 Go,https://www.tunisianet.com.tn/pc-de-bureau/49141-pc-de-bureau-lenovo-v50t-13imb-i3-10e-gen-8-go.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/83266-home/ventilateur-de-boitier-pour-gamer-arctic-bionix-f120-rouge.jpg,"38,000","38,000 DT",ACFAN00092A,Composant  Informatique,2021-05-01 00:02:33.389004,Ventilateur de boîtier Pour Gamer Arctic Bionix F120 / Rouge,https://www.tunisianet.com.tn/refroidisseur-ventilateur-boitier/27009-ventilateur-de-boitier-pour-gamer-arctic-bionix-f120-rouge.html
880_t-dagg,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/179505-home/tapis-de-souris-gaming-t-dagger-t-tmp101-s.jpg,"12,000","12,000 DT",T-TMP101,Accessoires et Périphériques,2021-05-01 00:02:33.785936,Tapis de souris Gaming T-Dagger T-TMP101 / S,https://www.tunisianet.com.tn/tapis-souris-tunisie/44872-tapis-de-souris-gaming-t-dagger-t-tmp101-s.html
29_dell,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/191407-home/pc-de-bureau-dell-vostro-3888-i3-10e-gen-12-go.jpg,"1 098,000","1 098,000 DT",481757-3888-12,Ordinateur de Bureau,2021-05-01 00:02:34.140264,Pc de bureau Dell Vostro 3888 / i3 10é Gén / 12 Go,https://www.tunisianet.com.tn/pc-de-bureau/47430-pc-de-bureau-dell-vostro-3888-i3-10e-gen-12-go.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/128584-home/ventilateur-de-boitier-pour-gamer-arctic-bionix-p120-rouge.jpg,"38,000","38,000 DT",ACFAN00115A,Composant  Informatique,2021-05-01 00:02:34.380367,Ventilateur de boîtier pour Gamer Arctic BioniX P120 / Rouge,https://www.tunisianet.com.tn/refroidisseur-ventilateur-boitier/35577-ventilateur-de-boitier-pour-gamer-arctic-bionix-p120-rouge.html
17_noname,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/158121-home/souris-sans-fil-7100-gris.jpg,"12,000","12,000 DT",WS-7100-GR,Accessoires et Périphériques,2021-05-01 00:02:34.717090,Souris sans fil 7100 / Gris,https://www.tunisianet.com.tn/souris/41014-souris-sans-fil-7100-gris.html
3_lenovo,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/180628-home/pc-de-bureau-lenovo-ideacentre-5-14imb05-i3-10e-gen-12-go.jpg,"1 098,000","1 098,000 DT",90NA0069FE-12,Ordinateur de Bureau,2021-05-01 00:02:35.258231,Pc de bureau Lenovo IdeaCentre 5-14IMB05 / i3 10è Gén / 12 Go,https://www.tunisianet.com.tn/pc-de-bureau/45079-pc-de-bureau-lenovo-ideacentre-5-14imb05-i3-10e-gen-12-go.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/197468-home/ventilateur-de-boitier-pour-gamer-arctic-bionix-p140-blanc-et-gris.jpg,"39,000","39,000 DT",ACFAN00160A,Composant  Informatique,2021-05-01 00:02:35.440404,Ventilateur de boîtier pour Gamer Arctic BioniX P140 / Blanc et Gris,https://www.tunisianet.com.tn/refroidisseur-ventilateur-boitier/48615-ventilateur-de-boitier-pour-gamer-arctic-bionix-p140-blanc-et-gris.html
6_hp,Ordinateur Portable,TN,TND," - Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de cache - 12 Go de mémoire - Disque 256 Go SSD PCIe NVMe - Carte graphique Intel Iris X - Wifi - Bluetooth - 1x USB 3.1 Type C - 2x USB Jusqu'à 5Gbps - 1x HDMI 1.4b - 1x RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur: Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/200021-home/pc-portable-hp-15-dw3016nk-i5-11e-gen-12-go-noir.jpg,"1 866,000","1 866,000 DT",S-2R0M9EA-12,Ordinateur Portable,2021-05-01 00:02:36.363164,Pc portable HP 15-dw3016nk / i5 11è Gén / 12 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/49065-pc-portable-hp-15-dw3016nk-i5-11e-gen-12-go-noir.html
561_everes,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/89612-home/souris-sans-fil-everest-sm-300-rose-gold.jpg,"12,000","12,000 DT",SM-300-PG,Accessoires et Périphériques,2021-05-01 00:02:36.926014,Souris Sans Fil Everest SM-300 / Rose Gold,https://www.tunisianet.com.tn/souris/28198-souris-sans-fil-everest-sm-300-rose-gold.html
29_dell,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/196254-home/pc-de-bureau-dell-optiplex-3080-i3-10e-gen-4-go.jpg,"1 099,000","1 099,000 DT",OP3080I3-1YR,Ordinateur de Bureau,2021-05-01 00:02:37.261186,Pc de bureau Dell OptiPlex 3080 / i3 10è Gén / 4 Go,https://www.tunisianet.com.tn/pc-de-bureau/48393-pc-de-bureau-dell-optiplex-3080-i3-10e-gen-4-go.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/197435-home/ventilateur-de-boitier-pour-gamer-arctic-bionix-f140-blanc-et-gris.jpg,"39,000","39,000 DT",ACFAN00162A,Composant  Informatique,2021-05-01 00:02:37.858278,Ventilateur de boîtier Pour Gamer Arctic Bionix F140 / Blanc et Gris,https://www.tunisianet.com.tn/refroidisseur-ventilateur-boitier/48612-ventilateur-de-boitier-pour-gamer-arctic-bionix-f140-blanc-et-gris.html
29_dell,Ordinateur Portable,TN,TND," - Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de cache - 12 Go de mémoire - Disque 256 Go SSD PCIe NVMe - Carte graphique Intel Iris X - Wifi - Bluetooth - 1x USB 3.1 Type C - 2x USB Jusqu'à 5Gbps - 1x HDMI 1.4b - 1x RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur: Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/195922-home/pc-portable-dell-vostro-3500-i5-11e-gen-8-go-noir.jpg,"1 879,000","1 879,000 DT",N3003VN3500EMEA01,Ordinateur Portable,2021-05-01 00:02:38.182752,Pc Portable Dell Vostro 3500 / i5 11è Gén / 8 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/48325-pc-portable-dell-vostro-3500-i5-11e-gen-8-go-noir.html
600_white-,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/168988-home/tapis-de-souris-gamer-white-shark-minotaur-mp-1964-noir-.jpg,"12,200","12,200 DT",MP-1964,Accessoires et Périphériques,2021-05-01 00:02:38.733451,Tapis Souris Gamer WHITE SHARK Minotaur MP-1964 / Noir,https://www.tunisianet.com.tn/tapis-souris-tunisie/43004-tapis-de-souris-gamer-white-shark-minotaur-mp-1964-noir-.html
29_dell,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/195889-home/pc-de-bureau-dell-optiplex-3080-i3-10e-gen-4-go.jpg,"1 099,000","1 099,000 DT",481855-3080,Ordinateur de Bureau,2021-05-01 00:02:39.535157,Pc de bureau Dell OptiPlex 3080 / i3 10è Gén / 4 Go,https://www.tunisianet.com.tn/pc-de-bureau/48321-pc-de-bureau-dell-optiplex-3080-i3-10e-gen-4-go.html
104_tp-lin,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/43968-home/carte-reseau-pci-express-gigabit-lan-10-100-1000-mbps-avec-equerre-low-profile.jpg,"39,000","39,000 DT",TG-3468,Composant  Informatique,2021-05-01 00:02:39.677525,Carte réseau PCI Express Gigabit LAN 10/100/1000 Mbps Avec équerre low profile,https://www.tunisianet.com.tn/carte-reseau/15543-carte-reseau-pci-express-gigabit-lan-10-100-1000-mbps-avec-equerre-low-profile.html
6_hp,Ordinateur Portable,TN,TND," - Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de cache - 12 Go de mémoire - Disque 256 Go SSD PCIe NVMe - Carte graphique Intel Iris X - Wifi - Bluetooth - 1x USB 3.1 Type C - 2x USB Jusqu'à 5Gbps - 1x HDMI 1.4b - 1x RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur: Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/196217-home/pc-portable-hp-15-dw3014nk-i5-11e-gen-12-go-noir.jpg,"1 902,000","1 902,000 DT",2R0M6EA-12,Ordinateur Portable,2021-05-01 00:02:39.725346,Pc portable HP 15-dw3014nk / i5 11è Gén / 12 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/48386-pc-portable-hp-15-dw3014nk-i5-11e-gen-12-go-noir.html
17_noname,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/191917-home/haut-parleur-usb-igloo.jpg,"12,900","12,900 DT",HP-IGLOO,Accessoires et Périphériques,2021-05-01 00:02:39.808840,Haut Parleur USB IGLOO,https://www.tunisianet.com.tn/haut-parleur/47565-haut-parleur-usb-igloo.html
835_aoc,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/190560-home/ecran-gaming-incurve-aoc-315-led-fhd-c32g2e-165-hz.jpg,"1 099,000","1 099,000 DT",C32G2E,Ordinateur de Bureau,2021-05-01 00:02:39.974476,"Ecran Gaming Incurvé Aoc 31.5"" LED FHD C32G2E / 165 Hz",https://www.tunisianet.com.tn/ecran-pc-tunisie/47222-ecran-gaming-incurve-aoc-315-led-fhd-c32g2e-165-hz.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/82776-home/ventilateur-de-bureau-flexible-avec-support-92-mm-arctic-breeze-rouge.jpg,"39,400","39,400 DT",ABACO-BRZRD01-BL,Composant  Informatique,2021-05-01 00:02:40.133492,Ventilateur de Bureau Flexible avec Support 92 mm Arctic Breeze / Rouge,https://www.tunisianet.com.tn/divers/26922-ventilateur-de-bureau-flexible-avec-support-92-mm-arctic-breeze-rouge.html
6_hp,Ordinateur Portable,TN,TND," - Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de cache - 12 Go de mémoire - Disque 256 Go SSD PCIe NVMe - Carte graphique Intel Iris X - Wifi - Bluetooth - 1x USB 3.1 Type C - 2x USB Jusqu'à 5Gbps - 1x HDMI 1.4b - 1x RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur: Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/199552-home/pc-portable-hp-15-dw3013nk-i5-11e-gen-12-go-silver.jpg,"1 902,000","1 902,000 DT",2R0M5EA-12,Ordinateur Portable,2021-05-01 00:02:40.269831,Pc portable HP 15-dw3013nk / i5 11è Gén / 12 Go / Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/48976-pc-portable-hp-15-dw3013nk-i5-11e-gen-12-go-silver.html
118_havit,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/62291-home/clavier-usb-multimedia-bilingue-havit-kb327.jpg,"12,900","12,900 DT",HV-KB327,Accessoires et Périphériques,2021-05-01 00:02:40.401552,Clavier USB Multimédia Bilingue Havit KB327,https://www.tunisianet.com.tn/claviers/21723-clavier-usb-multimedia-bilingue-havit-kb327.html
6_hp,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/175219-home/pc-de-bureau-hp-pro-300-g3-dual-core-gold-12-go.jpg,"1 108,000","1 108,000 DT",9UG03EA-12,Ordinateur de Bureau,2021-05-01 00:02:40.512464,Pc de bureau HP Pro 300 G3 / Dual Core Gold / 12 Go,https://www.tunisianet.com.tn/pc-de-bureau/44184-pc-de-bureau-hp-pro-300-g3-dual-core-gold-12-go.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/58807-home/pate-thermique-arctic-145-x-145-x-05-mm.jpg,"40,000","40,000 DT",ACTPD00004A,Composant  Informatique,2021-05-01 00:02:40.561333,Pâte thérmique Arctic 145 x 145 x 0.5 mm,https://www.tunisianet.com.tn/accessoires-divers/20518-pate-thermique-arctic-145-x-145-x-05-mm.html
3_lenovo,Ordinateur Portable,TN,TND," - Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de cache - 12 Go de mémoire - Disque 256 Go SSD PCIe NVMe - Carte graphique Intel Iris X - Wifi - Bluetooth - 1x USB 3.1 Type C - 2x USB Jusqu'à 5Gbps - 1x HDMI 1.4b - 1x RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur: Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/198620-home/pc-portable-lenovo-ideapad-3-15iil05-i3-10e-gen-12-go-bleu.jpg,"1 918,000","1 918,000 DT",81WE012JFG-12,Ordinateur Portable,2021-05-01 00:02:40.603222,Pc portable Lenovo IdeaPad 3 15IIL05 / i3 10è Gén / 12 Go / Bleu,https://www.tunisianet.com.tn/pc-portable-tunisie/48816-pc-portable-lenovo-ideapad-3-15iil05-i3-10e-gen-12-go-bleu.html
17_noname,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/90684-home/clavier-usb-flexible-francais-arabe.jpg,"12,900","12,900 DT",CFLEX,Accessoires et Périphériques,2021-05-01 00:02:40.719041,Clavier USB Flexible Français / Arabe,https://www.tunisianet.com.tn/claviers/28473-clavier-usb-flexible-francais-arabe.html
29_dell,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/194482-home/pc-de-bureau-dell-optiplex-3070-i3-9e-gen-12-go.jpg,"1 128,000","1 128,000 DT",OP3070I3-3Y-12,Ordinateur de Bureau,2021-05-01 00:02:40.768775,Pc de bureau Dell OptiPlex 3070 / i3 9è Gén / 12 Go,https://www.tunisianet.com.tn/pc-de-bureau/48037-pc-de-bureau-dell-optiplex-3070-i3-9e-gen-12-go.html
287_lc-pow,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/118602-home/boitier-externe-25-lc-25u3-c2-usb-31-type-c.jpg,"41,000","41,000 DT",LC-25U3-C2,Composant  Informatique,2021-05-01 00:02:40.819601,"Boitier Externe 2.5"" LC-25U3-C2 / USB 3.1 Type C",https://www.tunisianet.com.tn/composant-informatique/33721-boitier-externe-25-lc-25u3-c2-usb-31-type-c.html
6_hp,Ordinateur Portable,TN,TND," - Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de cache - 12 Go de mémoire - Disque 256 Go SSD PCIe NVMe - Carte graphique Intel Iris X - Wifi - Bluetooth - 1x USB 3.1 Type C - 2x USB Jusqu'à 5Gbps - 1x HDMI 1.4b - 1x RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur: Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/199571-home/pc-portable-hp-15-dw3016nk-i5-11e-gen-16-go-noir-2R0M9EA.jpg,"1 926,000","1 926,000 DT",S-2R0M9EA-16,Ordinateur Portable,2021-05-01 00:02:40.920336,Pc portable HP 15-dw3016nk / i5 11è Gén / 16 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/48980-pc-portable-hp-15-dw3016nk-i5-11e-gen-16-go-noir-2R0M9EA.html
640_advanc,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/155316-home/souris-advance-3d-usb-filaire-rouge.jpg,"12,900","12,900 DT",S-3D-RE,Accessoires et Périphériques,2021-05-01 00:02:40.966005,Souris ADVANCE 3D USB Filaire / Rouge,https://www.tunisianet.com.tn/souris/40529-souris-advance-3d-usb-filaire-rouge.html
3_lenovo,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/180632-home/pc-de-bureau-lenovo-ideacentre-5-14imb05-i3-10e-gen-16-go.jpg,"1 153,000","1 153,000 DT",90NA0069FE-16,Ordinateur de Bureau,2021-05-01 00:02:41.008566,Pc de bureau Lenovo IdeaCentre 5-14IMB05 / i3 10è Gén / 16 Go,https://www.tunisianet.com.tn/pc-de-bureau/45080-pc-de-bureau-lenovo-ideacentre-5-14imb05-i3-10e-gen-16-go.html
309_arctic,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/104236-home/ventilateur-de-boitier-pour-gamer-arctic-bionix-f140-rouge.jpg,"41,300","41,300 DT",ACFAN00095A,Composant  Informatique,2021-05-01 00:02:41.037136,Ventilateur de boîtier Pour Gamer Arctic Bionix F140 / Rouge,https://www.tunisianet.com.tn/refroidisseur-ventilateur-boitier/31095-ventilateur-de-boitier-pour-gamer-arctic-bionix-f140-rouge.html
13_acer,Ordinateur Portable,TN,TND," - Ecran 15.6"" HD - Processeur Intel Core i5-1135G7, 11è Génération, up to 4.2 Ghz, 8 Mo de cache - 12 Go de mémoire - Disque 256 Go SSD PCIe NVMe - Carte graphique Intel Iris X - Wifi - Bluetooth - 1x USB 3.1 Type C - 2x USB Jusqu'à 5Gbps - 1x HDMI 1.4b - 1x RJ45 - Lecteur de cartes - Webcam HP avec micro intégré - Couleur: Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/180368-home/pc-portable-acer-swift-3-sf314-i3-10e-gen-20-go-gris.jpg,"1 928,000","1 928,000 DT",NX.HPMEF.00H-20,Ordinateur Portable,2021-05-01 00:02:41.083524,Pc Portable Acer Swift 3 SF314 / i3 10é Gén / 20 Go / Gris,https://www.tunisianet.com.tn/pc-portable-tunisie/45016-pc-portable-acer-swift-3-sf314-i3-10e-gen-20-go-gris.html
564_rampag,Accessoires et Périphériques,TN,TND,Souris sans fil WS-W801 - Transmission sans fil 2.4 GHz - ,tunisianet.com.tn,https://www.tunisianet.com.tn/89168-home/tapis-souris-gaming-addison-rampage-combat-zone-270x350x3mm.jpg,"13,000","13,000 DT",COMBAT-ZONE,Accessoires et Périphériques,2021-05-01 00:02:41.135402,Tapis Souris Gaming Addison Rampage Combat Zone / 270x350x3mm,https://www.tunisianet.com.tn/tapis-souris-tunisie/28119-tapis-souris-gaming-addison-rampage-combat-zone-270x350x3mm.html
29_dell,Ordinateur de Bureau,TN,TND,"Processeur Intel Core i3-9100 9è Génération, 4.2 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique Intel UHD 630 - Graveur DVD - 4x USB 3.1 - 4x USB 2.0 - 1x DisplayPort 1.2 - 1x HDMI 1.4 - RJ45 - Clavier et Souris USB - ",tunisianet.com.tn,https://www.tunisianet.com.tn/195891-home/pc-de-bureau-dell-optiplex-3080-i3-10e-gen-8-go.jpg,"1 159,000","1 159,000 DT",481855-3080-8,Ordinateur de Bureau,2021-05-01 00:02:41.279874,Pc de bureau Dell OptiPlex 3080 / i3 10è Gén / 8 Go,https://www.tunisianet.com.tn/pc-de-bureau/48322-pc-de-bureau-dell-optiplex-3080-i3-10e-gen-8-go.html
17_noname,Composant  Informatique,TN,TND,Graveur DVD Interne SATA - Couleur Noir - Interface SATA - Vitesses de lecture (max) : 48x (CD) / 16x (DVD) Vitesses d'écriture (max) : 48x (CD) / 16x (DVD),tunisianet.com.tn,https://www.tunisianet.com.tn/26005-home/boitier-externe-35-hdd-.jpg,"41,900","41,900 DT",400406,Composant  Informatique,2021-05-01 00:02:41.309824,"Boitier Externe 3.5"" HDD",https://www.tunisianet.com.tn/accessoires-pour-stockage/9193-boitier-externe-35-hdd-.html
