brand,category,country,currency,description,domain,image,price,pricestring,reference,subcategory,timestamp,title,url
6_hp,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/198731-home/portable-hp-probook-450-g8-i5-11e-gen-4-go.jpg,"2 459,000","2 459,000 DT",32M79EA,Ordinateur Portable,2021-05-01 00:03:35.840407,Portable HP ProBook 450 G8 / i5 11è Gén / 4 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/48837-portable-hp-probook-450-g8-i5-11e-gen-4-go.html
29_dell,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics 630 - Graveur DVD - Ethernet - HDMI - USB 3.0 - Webcam HD 720p - Wifi - Bluetooth - Couleur Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/181062-home/pc-de-bureau-dell-optiplex-tout-en-un-5270-i5-9e-gen-8-go.jpg,"1 749,000","1 749,000 DT",5270AIOI5,Ordinateur de Bureau,2021-05-01 00:03:35.897025,Pc de bureau Dell OptiPlex Tout-en-un 5270 / i5 9è Gén / 8 Go,https://www.tunisianet.com.tn/pc-de-bureau/45159-pc-de-bureau-dell-optiplex-tout-en-un-5270-i5-9e-gen-8-go.html
552_kisonl,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/194093-home/haut-parleur-portable-kisonli-bluetooth.jpg,"23,500","23,500 DT",KK02,Accessoires et Périphériques,2021-05-01 00:03:35.956724,Haut Parleur Portable Kisonli Bluetooth,https://www.tunisianet.com.tn/haut-parleur/47972-haut-parleur-portable-kisonli-bluetooth.html
287_lc-pow,Composant  Informatique,TN,TND,"Batterie Pour PC Portable Acer Aspire 4315, 4520, 4520G, 4710, 4710G, 4720, 4720G, 4720Z, 4920, 4920G, 4310 - Type Li-ion - Voltage 11.1V - Capacité 5200mAh",tunisianet.com.tn,https://www.tunisianet.com.tn/177496-home/boite-d-alimentation-lc-power-lc420h-12-v13-420w.jpg,"77,000","77,000 DT",LC420H-12,Composant  Informatique,2021-05-01 00:03:36.037876,Boite d'alimentation LC Power LC420H-12 V1.3 / 420W,https://www.tunisianet.com.tn/boite-d-alimentation/44568-boite-d-alimentation-lc-power-lc420h-12-v13-420w.html
3_lenovo,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/200220-home/pc-portable-lenovo-ideapad-gaming-3-15arh05-amd-ryzen-5-16-go-souris-gaming-lenovo-m100-offerte.jpg,"2 478,000","2 478,000 DT",82EY00H1FG-2Y-16,Ordinateur Portable,2021-05-01 00:03:36.065835,PC Portable Lenovo IdeaPad Gaming 3 15ARH05 / AMD Ryzen 5 / 16 Go + Souris Gaming Lenovo M100 Offerte,https://www.tunisianet.com.tn/pc-portable-gamer/49105-pc-portable-lenovo-ideapad-gaming-3-15arh05-amd-ryzen-5-16-go-souris-gaming-lenovo-m100-offerte.html
3_lenovo,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics 630 - Graveur DVD - Ethernet - HDMI - USB 3.0 - Webcam HD 720p - Wifi - Bluetooth - Couleur Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/191165-home/pc-de-bureau-tout-en-un-lenovo-ideacentre-a340-22iwl-i3-10e-gen-16-go-souris-clavier-sans-fil.jpg,"1 752,000","1 752,000 DT",F0EB00FPFE-16,Ordinateur de Bureau,2021-05-01 00:03:36.095405,Pc de bureau Tout-en-un Lenovo Ideacentre A340-22IWL / i3 10è Gén / 16 Go + Souris & clavier Sans Fil,https://www.tunisianet.com.tn/pc-de-bureau/47363-pc-de-bureau-tout-en-un-lenovo-ideacentre-a340-22iwl-i3-10e-gen-16-go-souris-clavier-sans-fil.html
17_noname,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/39774-home/manette-de-jeux-ps3-sans-fil.jpg,"23,500","23,500 DT",PS3,Accessoires et Périphériques,2021-05-01 00:03:36.126316,Manette de Jeux PS3 Sans Fil,https://www.tunisianet.com.tn/manettes-de-jeux/14168-manette-de-jeux-ps3-sans-fil.html
451_icy-bo,Composant  Informatique,TN,TND,"Batterie Pour PC Portable Acer Aspire 4315, 4520, 4520G, 4710, 4710G, 4720, 4720G, 4720Z, 4920, 4920G, 4310 - Type Li-ion - Voltage 11.1V - Capacité 5200mAh",tunisianet.com.tn,https://www.tunisianet.com.tn/180327-home/boitier-etanche-pour-disque-dur-externe-ssd-sata-25-icy-box-ib-276u3.jpg,"77,000","77,000 DT",IB-276U3,Composant  Informatique,2021-05-01 00:03:36.158063,"Boîtier étanche pour disque dur externe SSD SATA 2,5"" ICY BOX IB-276U3",https://www.tunisianet.com.tn/composant-informatique/45007-boitier-etanche-pour-disque-dur-externe-ssd-sata-25-icy-box-ib-276u3.html
3_lenovo,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/198153-home/pc-portable-lenovo-ideapad-gaming-3-15arh05-amd-ryzen-5-16-go-souris-gaming-lenovo-m100-offerte.jpg,"2 499,000","2 499,000 DT",82EY00S1FG-2Y-16,Ordinateur Portable,2021-05-01 00:03:36.191714,PC Portable Lenovo IdeaPad Gaming 3 15ARH05 / AMD Ryzen 5 / 16 Go + Souris Gaming Lenovo M100 Offerte,https://www.tunisianet.com.tn/pc-portable-gamer/48723-pc-portable-lenovo-ideapad-gaming-3-15arh05-amd-ryzen-5-16-go-souris-gaming-lenovo-m100-offerte.html
13_acer,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics 630 - Graveur DVD - Ethernet - HDMI - USB 3.0 - Webcam HD 720p - Wifi - Bluetooth - Couleur Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/183238-home/pc-de-bureau-acer-tout-en-un-aspire-c22-963-i3-10e-gen-16-go-noir.jpg,"1 772,000","1 772,000 DT",DQ.BENEF.006-16,Ordinateur de Bureau,2021-05-01 00:03:36.221792,PC DE BUREAU Acer TOUT EN UN Aspire C22-963 / I3 10È GÉN / 16 GO / Noir,https://www.tunisianet.com.tn/pc-de-bureau/45590-pc-de-bureau-acer-tout-en-un-aspire-c22-963-i3-10e-gen-16-go-noir.html
591_promat,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/136023-home/souris-optique-sans-fil-promate-clix-6-noir.jpg,"23,500","23,500 DT",CLIX-6BLACK,Accessoires et Périphériques,2021-05-01 00:03:36.276867,Souris Optique Sans Fil Promate Clix-6 / Noir,https://www.tunisianet.com.tn/souris/36927-souris-optique-sans-fil-promate-clix-6-noir.html
561_everes,Composant  Informatique,TN,TND,"Batterie Pour PC Portable Acer Aspire 4315, 4520, 4520G, 4710, 4710G, 4720, 4720G, 4720Z, 4920, 4920G, 4310 - Type Li-ion - Voltage 11.1V - Capacité 5200mAh",tunisianet.com.tn,https://www.tunisianet.com.tn/75961-home/boite-d-alimentation-everest-400w.jpg,"78,000","78,000 DT",EPS-1660A,Composant  Informatique,2021-05-01 00:03:36.339457,Boite d'alimentation Everest 400W,https://www.tunisianet.com.tn/boite-d-alimentation/25559-boite-d-alimentation-everest-400w.html
339_msi-ga,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/194987-home/pc-portable-msi-gaming-gf63-thin-10scsr-i5-10e-gen-8-go-sim-orange-offerte-60-go.jpg,"2 499,000","2 499,000 DT",GF63THIN10S-1089X.,Ordinateur Portable,2021-05-01 00:03:36.394185,Pc portable MSI Gaming GF63 Thin 10SCSR / i5 10è Gén / 8 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/48135-pc-portable-msi-gaming-gf63-thin-10scsr-i5-10e-gen-8-go-sim-orange-offerte-60-go.html
3_lenovo,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics 630 - Graveur DVD - Ethernet - HDMI - USB 3.0 - Webcam HD 720p - Wifi - Bluetooth - Couleur Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/171802-home/pc-de-bureau-lenovo-v530-all-in-one-i5-9e-gen-8-go-blanc.jpg,"1 788,000","1 788,000 DT",10UU001KFM-8,Ordinateur de Bureau,2021-05-01 00:03:36.474748,Pc de bureau Lenovo V530 All-In-One / i5 9è Gén / 8 Go / Blanc,https://www.tunisianet.com.tn/pc-de-bureau/43586-pc-de-bureau-lenovo-v530-all-in-one-i5-9e-gen-8-go-blanc.html
561_everes,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/193808-home/souris-gaming-everest-x-racer-sm-g05.jpg,"23,500","23,500 DT",SM-G05,Accessoires et Périphériques,2021-05-01 00:03:36.531374,Souris Gaming Everest X-Racer SM-G05 - RGB - 6400dpi,https://www.tunisianet.com.tn/souris/47937-souris-gaming-everest-x-racer-sm-g05.html
95_silicon,Composant  Informatique,TN,TND,"Batterie Pour PC Portable Acer Aspire 4315, 4520, 4520G, 4710, 4710G, 4720, 4720G, 4720Z, 4920, 4920G, 4310 - Type Li-ion - Voltage 11.1V - Capacité 5200mAh",tunisianet.com.tn,https://www.tunisianet.com.tn/195734-home/barette-memoire-silicon-power-pour-pc-de-bureau-dimm-4-go-ddr4-2400-mhz.jpg,"79,000","79,000 DT",SP004GBLFU266N02,Composant  Informatique,2021-05-01 00:03:36.568277,Barette mémoire Silicon Power Pour Pc de bureau DIMM 4 Go DDR4 / 2666 MHz,https://www.tunisianet.com.tn/barrette-memoire/48276-barette-memoire-silicon-power-pour-pc-de-bureau-dimm-4-go-ddr4-2400-mhz.html
13_acer,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/195460-home/pc-portable-acer-nitro-5-i5-10e-gen-8-go.jpg,"2 499,000","2 499,000 DT",NH.QAZEF.00A-2Y,Ordinateur Portable,2021-05-01 00:03:36.603183,Pc Portable Acer Nitro 5 / i5 10é Gén / 8 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/48213-pc-portable-acer-nitro-5-i5-10e-gen-8-go.html
6_hp,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics 630 - Graveur DVD - Ethernet - HDMI - USB 3.0 - Webcam HD 720p - Wifi - Bluetooth - Couleur Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/174635-home/pc-de-bureau-hp-pro-300-g3-i5-9e-gen-16-go.jpg,"1 793,000","1 793,000 DT",9US35EA-16,Ordinateur de Bureau,2021-05-01 00:03:36.694408,Pc de bureau HP Pro 300 G3 / i5 9é Gén / 16 Go,https://www.tunisianet.com.tn/pc-de-bureau/44091-pc-de-bureau-hp-pro-300-g3-i5-9e-gen-16-go.html
540_sbox,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/114297-home/souris-verticale-sbox-vm-921.jpg,"23,900","23,900 DT",VM-921,Accessoires et Périphériques,2021-05-01 00:03:36.729279,Souris Verticale USB SBOX VM-921,https://www.tunisianet.com.tn/souris/32992-souris-verticale-sbox-vm-921.html
6_hp,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/194962-home/pc-portable-hp-15s-fq2000nk-i7-11e-gen-16-go-silver-2U2M3EA.jpg,"2 506,000","2 506,000 DT",2U2M3EA-16,Ordinateur Portable,2021-05-01 00:03:36.846965,Pc Portable HP 15s-fq2000nk / i7 11è Gén / 16 Go / Silver,https://www.tunisianet.com.tn/pc-portable-tunisie/48130-pc-portable-hp-15s-fq2000nk-i7-11e-gen-16-go-silver-2U2M3EA.html
79_asus,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics 630 - Graveur DVD - Ethernet - HDMI - USB 3.0 - Webcam HD 720p - Wifi - Bluetooth - Couleur Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/196118-home/pc-de-bureau-all-in-one-asus-vivo-aio-v222fak-i3-10e-gen-12-go-noir.jpg,"1 838,000","1 838,000 DT",V222FAK-BA077T-12,Ordinateur de Bureau,2021-05-01 00:03:36.900228,PC de bureau All-in-One Asus Vivo AiO V222FAK / i3 10è Gén / 12 Go / Noir,https://www.tunisianet.com.tn/pc-de-bureau/48364-pc-de-bureau-all-in-one-asus-vivo-aio-v222fak-i3-10e-gen-12-go-noir.html
561_everes,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/197227-home/webcam-usb-avec-microphone-integre-everest-sc-824.jpg,"24,000","24,000 DT",SC-824,Accessoires et Périphériques,2021-05-01 00:03:36.939804,Webcam USB avec Microphone intégré Everest SC-824,https://www.tunisianet.com.tn/webcam/48586-webcam-usb-avec-microphone-integre-everest-sc-824.html
6_hp,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/198736-home/portable-hp-probook-450-g8-i5-11e-gen-8-go.jpg,"2 508,000","2 508,000 DT",32M79EA-8,Ordinateur Portable,2021-05-01 00:03:37.011982,Portable HP ProBook 450 G8 / i5 11è Gén / 8 Go,https://www.tunisianet.com.tn/pc-portable-tunisie/48838-portable-hp-probook-450-g8-i5-11e-gen-8-go.html
12_samsung,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 1 To - Carte graphique Intel UHD Graphics 630 - Graveur DVD - Ethernet - HDMI - USB 3.0 - Webcam HD 720p - Wifi - Bluetooth - Couleur Noir - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/153557-home/ecran-samsung-professionnel-dce-serie-32-full-hd.jpg,"1 839,000","1 839,000 DT",DC32E,Ordinateur de Bureau,2021-05-01 00:03:37.119561,"Écran Samsung professionnel DCE série 32"" / Full HD",https://www.tunisianet.com.tn/ecran-pc-tunisie/40230-ecran-samsung-professionnel-dce-serie-32-full-hd.html
560_rampag,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/75117-home/souris-gaming-everest-rampage-smx-r9-3200dpi.jpg,"24,000","24,000 DT",SMX-R9,Accessoires et Périphériques,2021-05-01 00:03:37.203362,Souris Gaming Everest Rampage SMX-R9 / 3200DPI,https://www.tunisianet.com.tn/souris/25406-souris-gaming-everest-rampage-smx-r9-3200dpi.html
29_dell,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/195928-home/pc-portable-dell-vostro-3500-i7-11e-gen-8-go-noir.jpg,"2 509,000","2 509,000 DT",N3008VN3500EMEA01,Ordinateur Portable,2021-05-01 00:03:37.285914,Pc Portable Dell Vostro 3500 / i7 11è Gén / 8 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/48326-pc-portable-dell-vostro-3500-i7-11e-gen-8-go-noir.html
564_rampag,Accessoires et Périphériques,TN,TND,Tapis de Souris Gaming Redragon Capricorn Medium  - Surface en tissu traité à la soie pour assurer le bon déroulement de la souris - Fond en caoutchouc mousse naturel traité - Matériaux super fins et à haute densité - Imperméable et facile à nettoyer - Le cadre augmente la durée de vie et empêche l'effilochage de la surface - Processus intégré multicouche avancé - Anti-curling et antidérapant - Dimensions: 330 x 260 x 3 mm - Couleur: Noir/ Rouge,tunisianet.com.tn,https://www.tunisianet.com.tn/75651-home/tapis-souris-gaming-addison-rampage-shambles-400x300x1mm-.jpg,"24,000","24,000 DT",SHAMBLES,Accessoires et Périphériques,2021-05-01 00:03:37.428645,Tapis Souris Gaming Addison Rampage Shambles 400x300x1mm,https://www.tunisianet.com.tn/tapis-souris-tunisie/25500-tapis-souris-gaming-addison-rampage-shambles-400x300x1mm-.html
13_acer,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/195952-home/pc-portable-acer-aspire-5-a515-i7-11e-gen-20-go-bleu.jpg,"2 512,000","2 512,000 DT",NX.A8PEP.002-20,Ordinateur Portable,2021-05-01 00:03:37.565426,Pc Portable Acer Aspire 5 A515 / i7 11é Gén / 20 Go / Bleu,https://www.tunisianet.com.tn/pc-portable-tunisie/48332-pc-portable-acer-aspire-5-a515-i7-11e-gen-20-go-bleu.html
13_acer,Ordinateur Portable,TN,TND,"Ecran 15.6"" LED Full HD - Processeur ",tunisianet.com.tn,https://www.tunisianet.com.tn/195962-home/pc-portable-acer-aspire-5-a515-i7-11e-gen-20-go-noir.jpg,"2 512,000","2 512,000 DT",NX.A1AEF.004-20,Ordinateur Portable,2021-05-01 00:03:37.659528,Pc Portable Acer Aspire 5 A515 / i7 11é Gén / 20 Go / Noir,https://www.tunisianet.com.tn/pc-portable-tunisie/48334-pc-portable-acer-aspire-5-a515-i7-11e-gen-20-go-noir.html
309_arctic,Composant  Informatique,TN,TND,Pâte thérmique Arctic MX-4 - Capacité 20g - Conductivité thermique optimale - Faible résistance thermique - Ne conduit pas l'électricité - Ne durcit pas - Ne coule pas - Non corrosive,tunisianet.com.tn,https://www.tunisianet.com.tn/128463-home/pate-thermique-arctic-mx-4-edition-2019-20-g.jpg,"79,000","79,000 DT",ACTCP00001B,Composant  Informatique,2021-05-01 00:03:44.310311,Pâte thérmique Arctic MX-4 Edition 2019 / 20 g,https://www.tunisianet.com.tn/accessoires-divers/35560-pate-thermique-arctic-mx-4-edition-2019-20-g.html
309_arctic,Composant  Informatique,TN,TND,Pâte thérmique Arctic MX-4 - Capacité 20g - Conductivité thermique optimale - Faible résistance thermique - Ne conduit pas l'électricité - Ne durcit pas - Ne coule pas - Non corrosive,tunisianet.com.tn,https://www.tunisianet.com.tn/197618-home/ventilateur-pour-processeur-arctic-freezer-i13-x-co-intel-1150-h3.jpg,"80,000","80,000 DT",ACFRE00079A,Composant  Informatique,2021-05-01 00:03:44.841020,Ventilateur Pour Processeur Arctic Freezer i13 X CO intel 1150 H3,https://www.tunisianet.com.tn/refroidisseur-ventilateur-boitier/48631-ventilateur-pour-processeur-arctic-freezer-i13-x-co-intel-1150-h3.html
15_microso,Composant  Informatique,TN,TND,Pâte thérmique Arctic MX-4 - Capacité 20g - Conductivité thermique optimale - Faible résistance thermique - Ne conduit pas l'électricité - Ne durcit pas - Ne coule pas - Non corrosive,tunisianet.com.tn,https://www.tunisianet.com.tn/45688-home/chargeur-pour-tablette-microsoft-surface-pro-12v-2a.jpg,"80,500","80,500 DT",AC-TM-12V2A,Composant  Informatique,2021-05-01 00:03:45.560934,Chargeur Pour Tablette Microsoft Surface Pro 12V / 2A,https://www.tunisianet.com.tn/chargeur-pour-pc-portable/16126-chargeur-pour-tablette-microsoft-surface-pro-12v-2a.html
287_lc-pow,Composant  Informatique,TN,TND,Pâte thérmique Arctic MX-4 - Capacité 20g - Conductivité thermique optimale - Faible résistance thermique - Ne conduit pas l'électricité - Ne durcit pas - Ne coule pas - Non corrosive,tunisianet.com.tn,https://www.tunisianet.com.tn/120520-home/boitier-externe-25-lc-25u3-becrux-c1-usb-31-type-c.jpg,"81,000","81,000 DT",LC-25U3-BECRUX-C1,Composant  Informatique,2021-05-01 00:03:46.288469,"Boitier Externe 2.5"" LC-25U3-Becrux-C1 / USB 3.1 Type C",https://www.tunisianet.com.tn/composant-informatique/34091-boitier-externe-25-lc-25u3-becrux-c1-usb-31-type-c.html
6_hp,Composant  Informatique,TN,TND,Pâte thérmique Arctic MX-4 - Capacité 20g - Conductivité thermique optimale - Faible résistance thermique - Ne conduit pas l'électricité - Ne durcit pas - Ne coule pas - Non corrosive,tunisianet.com.tn,https://www.tunisianet.com.tn/169362-home/sacoche-hp-business-pour-pc-portable-156-gris.jpg,"85,000","85,000 DT",AU656AA,Composant  Informatique,2021-05-01 00:03:46.779306,Câble verrouillage station d'accueil HP-AU656AA,https://www.tunisianet.com.tn/adaptateurs-convertisseurs/43074-sacoche-hp-business-pour-pc-portable-156-gris.html
882_hitach,Composant  Informatique,TN,TND,Pâte thérmique Arctic MX-4 - Capacité 20g - Conductivité thermique optimale - Faible résistance thermique - Ne conduit pas l'électricité - Ne durcit pas - Ne coule pas - Non corrosive,tunisianet.com.tn,https://www.tunisianet.com.tn/180235-home/lecteur-graveur-dvd-super-slim-hitachi-lg-gtc0nbhla10b.jpg,"85,000","85,000 DT",GTC0N.BHLA10B,Composant  Informatique,2021-05-01 00:03:47.178464,Lecteur Graveur DVD Super Slim Hitachi-LG GTC0N.BHLA10B,https://www.tunisianet.com.tn/accessoires-pour-stockage/44992-lecteur-graveur-dvd-super-slim-hitachi-lg-gtc0nbhla10b.html
3_lenovo,Ordinateur Portable,TN,TND,"Écran 15.6"" ",tunisianet.com.tn,https://www.tunisianet.com.tn/196538-home/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-16-go-souris-gaming-lenovo-m100-offerte.jpg,"2 518,000","2 518,000 DT",81Y4014MFG-2Y-16,Ordinateur Portable,2021-05-01 00:03:47.583143,Pc portable Lenovo IdeaPad Gaming 3 15IMH05 / i5 10é Gén / 16 Go + Souris Gaming Lenovo M100 Offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/48490-pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-16-go-souris-gaming-lenovo-m100-offerte.html
3_lenovo,Ordinateur de Bureau,TN,TND,"Écran 21.5"" LED Full HD IPS - Processeur Intel Core i3-9100T, 9è Gén, Jusqu'à 3.7 GHz, 6 Mo de mémoire cache - Mémoire 24 Go - Disque 1 To - Carte graphique Intel HD Graphics 630 - Lecteur de cartes- Ethernet - HDMI - USB 3.1 - Webcam HD 720p - Wifi - Bluetooth - Couleur Blanc - Garantie 1 an",tunisianet.com.tn,https://www.tunisianet.com.tn/196111-home/pc-de-bureau-lenovo-v530-all-in-one-i3-9e-gen-24-go-blanc.jpg,"1 841,000","1 841,000 DT",10UU0028FM-24,Ordinateur de Bureau,2021-05-01 00:03:47.931450,Pc de bureau Lenovo V530 All-In-One / i3 9è Gén / 24 Go / Blanc,https://www.tunisianet.com.tn/pc-de-bureau/48362-pc-de-bureau-lenovo-v530-all-in-one-i3-9e-gen-24-go-blanc.html
63_adata,Composant  Informatique,TN,TND,Pâte thérmique Arctic MX-4 - Capacité 20g - Conductivité thermique optimale - Faible résistance thermique - Ne conduit pas l'électricité - Ne durcit pas - Ne coule pas - Non corrosive,tunisianet.com.tn,https://www.tunisianet.com.tn/190584-home/barrette-memoire-dimm-pour-pc-de-bureau-adata-4-go-ddr4-2666-mhz.jpg,"89,000","89,000 DT",AD4U2666J4G19-R,Composant  Informatique,2021-05-01 00:03:48.299533,Barrette Mémoire DIMM pour PC de bureau ADATA 4 Go DDR4 2666 MHz,https://www.tunisianet.com.tn/barrette-memoire/47231-barrette-memoire-dimm-pour-pc-de-bureau-adata-4-go-ddr4-2666-mhz.html
3_lenovo,Ordinateur Portable,TN,TND,"Écran 15.6"" ",tunisianet.com.tn,https://www.tunisianet.com.tn/196601-home/pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-16-go-souris-gaming-lenovo-m100-offerte.jpg,"2 518,000","2 518,000 DT",81Y4014NFG-2Y-16,Ordinateur Portable,2021-05-01 00:03:49.567281,Pc portable Lenovo IdeaPad Gaming 3 15IMH05 / i5 10é Gén / 16 Go + Souris Gaming Lenovo M100 Offerte,https://www.tunisianet.com.tn/pc-portable-tunisie/48498-pc-portable-lenovo-ideapad-gaming-3-15imh05-i5-10e-gen-16-go-souris-gaming-lenovo-m100-offerte.html
